CNT_010,ESG,Governance;Social Impact,Social Media,Dashboard,Podcast,IT Operations,Strategy,Data Office,Regulatory Watch Bulletin,Bulletin de Veille Réglementaire,Regulatory Watch Bul | Bulletin de Veille R,5.3,French,English;French,Archived,2021-10-28,2024-09-19,2025-04-28,2026-06-21,"This content covers esg for board. It provides key insights, guidelines and best practices to support decision making and communication.",Communication;Strategic Planning,Regulators,Internal,Annual,data;client,Yes,Yes,,Townhall,,Africa;Benelux,BNP Paribas SA;Hello bank!,Immediate,Strategic Decision,Efficiency Gain,compliance;ESG
CNT_011,People & Culture,Leadership;Performance,Internal Only,Report,Presentation,Recruitment,Regulatory Affairs,Legal Counsel,Cloud Strategy 2025,Stratégie Cloud 2025,Cloud Strategy 2025 | Stratégie Cloud 2025,3.1,French,,Archived,2021-02-10,2024-03-08,2024-08-29,2026-12-02,"This content covers people & culture for all employees. It provides key insights, guidelines and best practices to support decision making and communication.",Client Relationship;Data Management;Audit,Board,Restricted,One-time,culture;data;strategy,Yes,Yes,https://sharepoint.bnpparibas.com/sites/011,Regulatory Deadline,,Middle East,Floa;BNP Paribas Leasing;Nickel,Long-term,Internal Initiative,,innovation;digital;strategy
CNT_012,ESG,Governance;Social Impact,Teams;Mass Mailing,Training,FAQ,Reporting,Social Media,Regulatory Affairs,Annual Social Balance Sheet,Bilan Social Annuel,Annual Social Balanc | Bilan Social Annuel,3.3,French,Spanish;English,Draft,2022-01-02,2025-02-17,2024-10-30,2025-08-04,"This content covers esg for clients. It provides key insights, guidelines and best practices to support decision making and communication.",Strategic Planning;Communication;Risk Control,Executive Committee;Regulators;All Employees,Public,One-time,data;risk;sustainability;strategy,No,Yes,,,,APAC;Global,BNP Paribas SA,Immediate,Client Request,,transformation;AI;culture
CNT_013,Digital Transformation,API Strategy;Cloud,Intranet,Campaign,Video,IT Operations,Henri Dupont,Recruitment,Innovation Framing Note,Note de Cadrage Innovation,Innovation Framing N | Note de Cadrage Inno,3.2,English,Spanish,Published,2021-06-09,2023-06-03,2024-10-31,2026-07-13,"This content covers digital transformation for regulators. It provides key insights, guidelines and best practices to support decision making and communication.",Communication,Managers,Internal,Annual,ESG;reporting;governance;AI;compliance,,Yes,https://sharepoint.bnpparibas.com/sites/013,,CEO,France;Benelux,Floa;BNP Paribas Cardif;Cetelem,Short-term,Audit Finding,Risk Mitigation,transformation;sustainability;reporting
CNT_014,People & Culture,Onboarding;Training,Teams,Press Release,Dashboard,Press & Media,Henri Dupont,Regulatory Affairs,Enhanced KYC Procedure,Procédure KYC Renforcée,Enhanced KYC Procedu | Procédure KYC Renfor,4.3,French,,Published,2022-08-12,2024-08-15,2024-12-18,2025-09-28,"This content covers people & culture for clients. It provides key insights, guidelines and best practices to support decision making and compliance.",HR Process;Regulatory Reporting,All Employees;Board;Risk Officers,Restricted,Annual,client;data,,Yes,,,Business Line Head,Benelux;APAC,BNP Paribas Cardif;Floa,Medium-term,Regulatory Change,Compliance,ESG;compliance
CNT_015,Compliance,Sanctions,Internal Only,Communication,Document,Recruitment,People Analytics,People Analytics,Internal Audit Report,Rapport Audit Interne,Internal Audit Repor | Rapport Audit Intern,5.1,French,French,Under Review,2022-12-15,2024-09-27,2025-04-17,2025-09-19,"This content covers compliance for clients. It provides key insights, guidelines and best practices to support decision making and strategy.",HR Process;Strategic Planning;Training,Partners;Managers;Risk Officers,Confidential,Annual,data;governance;sustainability;finance,In Progress,Yes,,Audit Committee,Business Line Head,Africa;APAC,Arval;Cetelem,,Audit Finding,,transformation;digital
CNT_016,ESG,Diversity & Inclusion,SharePoint,Report,Email,Finance,Henri Dupont,Data Office,Digital Roadmap,Feuille de Route Digital,Digital Roadmap | Feuille de Route Dig,5.1,English,,Archived,2021-10-16,2023-06-02,2024-11-04,2025-12-28,"This content covers esg for risk officers. It provides key insights, guidelines and best practices to support decision making and operations.",Risk Control,All Employees,Public,Weekly,culture;compliance;ESG;governance,No,Yes,https://confluence.bnpparibas.com/pages/016,Annual Results,Chief Risk Officer;Business Line Head,Americas,Nickel;BNP Paribas Cardif;Cetelem,Short-term,Client Request,Risk Mitigation,client;compliance;strategy
CNT_017,Risk Management,Liquidity Risk,Mass Mailing,Dashboard,Presentation,Employee Engagement,Henri Dupont,Press & Media,Annual Results Communication,Communication Résultats Annuels,Annual Results Commu | Communication Résult,3.3,French,Spanish,Published,2021-11-07,2024-07-19,2024-07-31,2025-06-30,"This content covers risk management for regulators. It provides key insights, guidelines and best practices to support decision making and operations.",Strategic Planning,Partners;Managers,Internal,Quarterly,AI;compliance,,Yes,,Regulatory Deadline,,Americas,Arval;Floa,Short-term,Client Request,Efficiency Gain,digital;transformation;risk;AI
CNT_018,Digital Transformation,AI & ML,Confluence,Newsletter,Infographic,IT Operations,Employee Engagement,Data Office,Manager Onboarding Guide,Guide Onboarding Manager,Manager Onboarding G | Guide Onboarding Man,3.0,French,Portuguese;French,Draft,2021-02-25,2023-10-13,2024-02-23,2026-06-26,"This content covers digital transformation for executive committee. It provides key insights, guidelines and best practices to support decision making and compliance.",Data Management;Client Relationship,Partners,Public,Ad hoc,reporting;data;transformation;governance,Yes,No,,,CDO,France,Nickel;BNP Paribas CIB;Hello bank!,,Strategic Decision,Process Improvement,governance;data
CNT_019,Finance,Budget,Intranet,Dashboard,Email,Reporting,IT Operations,Regulatory Affairs,Client Dashboard,Tableau de Bord Clients,Client Dashboard | Tableau de Bord Clie,4.3,English,Spanish;Italian,Archived,2023-02-28,2023-04-08,2024-03-01,2025-12-20,"This content covers finance for executive committee. It provides key insights, guidelines and best practices to support decision making and operations.",Communication;Client Relationship;Regulatory Reporting,Partners;All Employees;Board,Public,Annual,digital;governance,Yes,No,,,Chief Risk Officer;Business Line Head,Africa;France,Cetelem,Medium-term,Technology Evolution,Cost Reduction,strategy;finance;governance
CNT_020,Compliance,MiFID II;GDPR,Mass Mailing;Corporate Website,Press Release,Document,Finance,Recruitment,Press & Media,Business Continuity Plan,Plan de Continuité d'Activité,Business Continuity  | Plan de Continuité d,1.3,French,Spanish;German;English,Archived,2021-09-06,2023-01-05,2024-01-03,2026-10-17,"This content covers compliance for executive committee. It provides key insights, guidelines and best practices to support decision making and operations.",Communication;Regulatory Reporting;Training,Board;Regulators;Risk Officers,Restricted,Monthly,finance;sustainability;reporting;compliance,Yes,No,,,,Africa;Global,Floa,Multi-year,,Process Improvement,digital;AI
CNT_021,Compliance,GDPR;AML,Social Media,Communication,FAQ,Recruitment,Reporting,IT Operations,Risk Committee Summary,Synthèse Comité des Risques,Risk Committee Summa | Synthèse Comité des ,3.1,English,French,Active,2023-02-14,2023-09-29,2024-05-02,2025-07-26,"This content covers compliance for regulators. It provides key insights, guidelines and best practices to support decision making and strategy.",Training;Data Management;Risk Control,Board;Partners,Restricted,Monthly,client;digital,Yes,Yes,https://sharepoint.bnpparibas.com/sites/021,,Business Line Head;CDO,LATAM,Hello bank!,Multi-year,Internal Initiative,,innovation;client;strategy
CNT_022,Innovation,Fintech,Corporate Website;Intranet,Campaign,Article,Recruitment,Press & Media,Regulatory Affairs,Sustainability Report,Rapport Développement Durable,Sustainability Repor | Rapport Développemen,4.1,French,,Published,2020-02-14,2023-03-05,2024-02-13,2025-10-03,"This content covers innovation for managers. It provides key insights, guidelines and best practices to support decision making and strategy.",Client Relationship;Strategic Planning;Regulatory Reporting,Clients;Partners,Confidential,Quarterly,innovation;AI,In Progress,No,,Board Meeting,CRO;Head of Comms,Africa,BNP Paribas CIB;BNP Paribas Leasing;Floa,Long-term,Client Request,Better UX,client;ESG;innovation;governance
CNT_023,ESG,Social Impact;Green Finance,SharePoint;Mass Mailing,Dashboard,Video,Reporting,Henri Dupont,IT Operations,Data Governance Manual,Manuel Gouvernance des Données,Data Governance Manu | Manuel Gouvernance d,2.1,French,French,Draft,2021-07-22,2023-01-11,2025-02-19,2026-10-17,"This content covers esg for managers. It provides key insights, guidelines and best practices to support decision making and strategy.",Training;Communication;Digital Initiative,All Employees,Confidential,Ad hoc,client;strategy,,No,,Digital Day,CDO,Global;LATAM,BNP Paribas SA;BNP Paribas Cardif,Multi-year,Strategic Decision,Better UX,compliance;innovation;client
CNT_024,Compliance,AML,Social Media,Newsletter,FAQ,Press & Media,Henri Dupont,People Analytics,EXCO Strategy Presentation,Présentation COMEX Stratégie,EXCO Strategy Presen | Présentation COMEX S,2.1,English,German;Italian;Portuguese,Active,2023-02-22,2025-03-24,2024-08-14,2026-07-22,"This content covers compliance for regulators. It provides key insights, guidelines and best practices to support decision making and operations.",Regulatory Reporting;Strategic Planning;Data Management,Board,Restricted,Quarterly,governance;ESG;risk;digital;data,Yes,Yes,,ESG Summit,CIO,APAC;Middle East,Floa,,,Compliance,client;sustainability;digital
CNT_025,ESG,Governance,Social Media,Training,Email,Recruitment,Social Media,Regulatory Affairs,Regulatory Reporting Guide,Guide de Reporting Réglementaire,Regulatory Reporting | Guide de Reporting R,5.2,English,Italian;French,Archived,2022-03-26,2024-03-06,2024-02-21,2026-10-29,"This content covers esg for board. It provides key insights, guidelines and best practices to support decision making and strategy.",Data Management,Partners;Board;Risk Officers,Internal,Annual,sustainability;strategy;AI;digital,In Progress,No,https://confluence.bnpparibas.com/pages/025,Townhall,Chief Risk Officer,Benelux;Global,Cetelem,Long-term,Client Request,Process Improvement,innovation;data;sustainability
CNT_026,People & Culture,Training,SharePoint;Mass Mailing,Training,Infographic,Regulatory Affairs,Recruitment,IT Operations,GenAI Adoption Playbook,Playbook Adoption GenAI,GenAI Adoption Playb | Playbook Adoption Ge,2.3,English,,Draft,2020-09-24,2023-02-15,2024-08-23,2026-03-02,"This content covers people & culture for regulators. It provides key insights, guidelines and best practices to support decision making and communication.",Risk Control;HR Process,Risk Officers;Managers;Clients,Confidential,One-time,finance;sustainability;client;risk,No,No,,Regulatory Deadline,,Benelux;LATAM,BNP Paribas SA,,Internal Initiative,,compliance;strategy;ESG;finance
CNT_027,Data & AI,GenAI,SharePoint;Internal Only,Report,Dashboard,People Analytics,Social Media,Legal Counsel,Employee Engagement Survey,Enquête Engagement Collaborateurs,Employee Engagement  | Enquête Engagement C,5.1,French,German;Portuguese,Published,2021-01-19,2025-03-30,2024-07-14,2026-06-23,"This content covers data & ai for risk officers. It provides key insights, guidelines and best practices to support decision making and communication.",Communication;Training,Regulators;Executive Committee,Confidential,Monthly,governance;client,No,Yes,,Digital Day,CIO;Head of Comms,Americas,BNP Paribas Leasing;BNP Paribas SA;Arval,Immediate,Technology Evolution,Compliance,strategy;innovation
CNT_028,ESG,Governance;Carbon Footprint,Intranet,Dashboard,Presentation,Legal Counsel,Employee Engagement,Legal Counsel,Climate Risk Assessment,Évaluation Risque Climatique,Climate Risk Assessm | Évaluation Risque Cl,4.3,French,,Archived,2021-03-04,2023-05-30,2024-01-07,2026-09-03,"This content covers esg for all employees. It provides key insights, guidelines and best practices to support decision making and communication.",Audit,Managers;Executive Committee,Public,Annual,client;governance;ESG;reporting;innovation,Yes,No,,,,Middle East;APAC,BNP Paribas CIB;Arval;Cetelem,Immediate,Market Evolution,Efficiency Gain,data;digital;client;strategy
CNT_029,Innovation,Blockchain,Mass Mailing;Intranet,Report,Infographic,Regulatory Affairs,IT Operations,Regulatory Affairs,Digital Transformation Bulletin,Bulletin Transformation Digitale,Digital Transformati | Bulletin Transformat,3.1,English,,Under Review,2021-07-13,2025-01-19,2025-04-09,2026-02-28,"This content covers innovation for board. It provides key insights, guidelines and best practices to support decision making and operations.",Client Relationship,Regulators;All Employees;Managers,Confidential,Quarterly,digital;risk,Yes,No,,Annual Results,Chief Risk Officer;Business Line Head,France;Global,BNP Paribas Cardif;Cetelem,Short-term,Market Evolution,Efficiency Gain,innovation;finance
CNT_030,Innovation,Blockchain,Social Media,Training,Infographic,IT Operations,Social Media,Regulatory Affairs,Compliance E-Learning Module,Module E-Learning Conformité,Compliance E-Learnin | Module E-Learning Co,5.0,English,,Published,2021-05-21,2024-11-04,2025-04-21,2025-07-10,"This content covers innovation for clients. It provides key insights, guidelines and best practices to support decision making and strategy.",HR Process;Data Management,Clients;Regulators;Partners,Confidential,Weekly,finance;client,,No,https://sharepoint.bnpparibas.com/sites/030,ESG Summit,Chief Risk Officer,APAC,Hello bank!,Multi-year,Client Request,Compliance,AI;ESG;culture
CNT_031,Digital Transformation,API Strategy;Cybersecurity,Teams,Training,Video,Data Office,Finance,People Analytics,API Management Policy,Politique Gestion des API,API Management Polic | Politique Gestion de,2.3,French,Portuguese,Archived,2020-09-28,2023-09-15,2025-02-08,2025-09-04,"This content covers digital transformation for board. It provides key insights, guidelines and best practices to support decision making and communication.",Client Relationship;Risk Control,Managers,Confidential,Weekly,governance;client,No,No,,Regulatory Deadline,CHRO;Head of Comms,Benelux;Global,BNP Paribas Leasing;Arval;BNP Paribas SA,,Strategic Decision,Compliance,reporting;AI
CNT_032,People & Culture,Leadership,SharePoint,Communication,Email,Employee Engagement,Data Office,Legal Counsel,Diversity Report,Rapport Diversité,Diversity Report | Rapport Diversité,4.0,English,,Archived,2021-02-07,2023-09-03,2024-11-20,2026-11-29,"This content covers people & culture for regulators. It provides key insights, guidelines and best practices to support decision making and strategy.",Training,Executive Committee;Regulators;All Employees,Public,Ad hoc,client;reporting,,Yes,,,COO,LATAM,BNP Paribas Leasing,Medium-term,Strategic Decision,,data;innovation;ESG
CNT_033,People & Culture,Well-being;Training,Corporate Website,Campaign,Email,IT Operations,Reporting,Strategy,Customer Journey Mapping,Cartographie Parcours Client,Customer Journey Map | Cartographie Parcour,4.1,English,English,Active,2020-11-03,2023-09-06,2024-08-22,2026-10-31,"This content covers people & culture for risk officers. It provides key insights, guidelines and best practices to support decision making and compliance.",HR Process,Clients;Risk Officers,Public,Weekly,governance;ESG;sustainability;culture;risk,,No,,Board Meeting,,Africa,BNP Paribas Leasing;Nickel,Immediate,Technology Evolution,Compliance,AI;finance;innovation;strategy
CNT_034,Finance,P&L;Audit,Teams;SharePoint,Report,Dashboard,Regulatory Affairs,Recruitment,People Analytics,Treasury Risk Policy,Politique Risque de Trésorerie,Treasury Risk Policy | Politique Risque de ,4.1,English,,Active,2022-02-03,2023-07-08,2024-01-23,2025-11-11,"This content covers finance for clients. It provides key insights, guidelines and best practices to support decision making and operations.",Strategic Planning;Digital Initiative,Partners,Restricted,Quarterly,ESG;reporting,,Yes,https://confluence.bnpparibas.com/pages/034,ESG Summit,,Benelux;Americas,Nickel,,Audit Finding,Compliance,sustainability;compliance
CNT_035,Finance,Budget,Confluence;Intranet,Communication,Dashboard,Employee Engagement,Employee Engagement,Social Media,Market Risk Framework,Cadre Risque de Marché,Market Risk Framewor | Cadre Risque de Marc,2.0,English,Italian,Active,2021-09-13,2023-12-25,2024-10-23,2026-07-31,"This content covers finance for managers. It provides key insights, guidelines and best practices to support decision making and compliance.",Risk Control;HR Process,All Employees;Executive Committee,Restricted,Ad hoc,strategy;governance;digital;ESG,In Progress,No,https://intranet.bnpparibas.com/content/035,Product Launch,Chief Risk Officer;Head of Comms,Middle East,BNP Paribas CIB;BNP Paribas SA,Immediate,,Revenue Growth,ESG;governance
CNT_036,Digital Transformation,API Strategy,Internal Only,Training,Podcast,Social Media,Henri Dupont,Data Office,Conduct Risk Guidelines,Lignes Directrices Risque de Conduite,Conduct Risk Guideli | Lignes Directrices R,1.2,French,French;Italian,Published,2021-12-04,2023-11-28,2024-12-30,2026-06-14,"This content covers digital transformation for managers. It provides key insights, guidelines and best practices to support decision making and compliance.",Regulatory Reporting;Client Relationship;HR Process,Risk Officers;Executive Committee;Clients,Internal,Quarterly,compliance;client,In Progress,No,https://sharepoint.bnpparibas.com/sites/036,,,Middle East;Americas,BNP Paribas SA,,,Compliance,reporting;innovation
CNT_037,Innovation,Fintech;Blockchain,SharePoint;Mass Mailing,Campaign,Post,Employee Engagement,Henri Dupont,Reporting,Credit Risk Policy Update,Mise à Jour Politique Risque Crédit,Credit Risk Policy U | Mise à Jour Politiqu,5.3,French,,Approved,2020-06-07,2024-02-24,2025-01-08,2026-11-23,"This content covers innovation for board. It provides key insights, guidelines and best practices to support decision making and strategy.",Training,Managers,Confidential,Ad hoc,client;innovation,Yes,Yes,,,,France;APAC,BNP Paribas Cardif,,Strategic Decision,,culture;reporting
CNT_038,Digital Transformation,AI & ML,Intranet;Social Media,Newsletter,Document,Strategy,Finance,Press & Media,FinCrime Prevention Guide,Guide Prévention Criminalité Financière,FinCrime Prevention  | Guide Prévention Cri,5.3,English,German;Portuguese,Draft,2021-03-11,2024-07-01,2024-06-27,2026-09-22,"This content covers digital transformation for partners. It provides key insights, guidelines and best practices to support decision making and communication.",Communication;Audit,Regulators;Partners;All Employees,Confidential,Monthly,culture;client;AI,No,No,https://sharepoint.bnpparibas.com/sites/038,ESG Summit,CEO;Business Line Head,Americas;Benelux,BNP Paribas Leasing;Floa;BNP Paribas SA,Medium-term,Regulatory Change,,risk;finance;client
CNT_039,Digital Transformation,Cybersecurity;Automation,Intranet;Social Media,Communication,FAQ,Strategy,Data Office,IT Operations,Data Mesh Architecture,Architecture Data Mesh,Data Mesh Architectu | Architecture Data Me,5.3,French,,Approved,2022-09-22,2024-09-14,2024-09-23,2026-08-09,"This content covers digital transformation for all employees. It provides key insights, guidelines and best practices to support decision making and compliance.",HR Process;Communication;Audit,Partners,Internal,Ad hoc,strategy;culture;reporting,No,Yes,,Townhall,,Global;Middle East,BNP Paribas Cardif,Immediate,Audit Finding,Better UX,governance;data;strategy
CNT_040,Operations,Supply Chain,Mass Mailing;Social Media,Press Release,Presentation,Social Media,IT Operations,Social Media,ESG Scorecard,Tableau de Bord ESG,ESG Scorecard | Tableau de Bord ESG,1.3,English,English;German,Active,2020-02-19,2023-05-11,2024-08-22,2025-06-05,"This content covers operations for clients. It provides key insights, guidelines and best practices to support decision making and operations.",Regulatory Reporting,Executive Committee;Partners,Public,Ad hoc,compliance;data;innovation;digital;reporting,Yes,Yes,https://confluence.bnpparibas.com/pages/040,,CHRO,Europe,BNP Paribas Cardif;BNP Paribas CIB;Cetelem,Medium-term,,Efficiency Gain,sustainability;client
CNT_041,ESG,Green Finance;Governance,Social Media;Confluence,Press Release,Email,Data Office,Henri Dupont,Reporting,HR Digital Transformation,Transformation RH Digitale,HR Digital Transform | Transformation RH Di,2.0,English,Spanish,Active,2022-07-11,2024-12-23,2025-02-17,2026-10-08,"This content covers esg for executive committee. It provides key insights, guidelines and best practices to support decision making and strategy.",Communication;Digital Initiative;Risk Control,All Employees;Partners,Confidential,One-time,AI;digital;data,,Yes,,Regulatory Deadline,,Americas,Cetelem;Floa,Multi-year,Market Evolution,Cost Reduction,risk;innovation
CNT_042,Client Experience,CRM;Satisfaction,Teams,Campaign,FAQ,Legal Counsel,People Analytics,Legal Counsel,Procurement Policy Renewal,Renouvellement Politique Achats,Procurement Policy R | Renouvellement Polit,2.1,English,English,Under Review,2020-11-23,2023-12-26,2024-08-04,2026-11-20,"This content covers client experience for executive committee. It provides key insights, guidelines and best practices to support decision making and communication.",Regulatory Reporting;Training,Managers,Internal,One-time,culture;digital;finance,In Progress,No,https://intranet.bnpparibas.com/content/042,,CDO;Business Line Head,APAC;Europe,BNP Paribas CIB;Floa,Short-term,Client Request,Cost Reduction,transformation;governance;strategy;sustainability
CNT_043,Innovation,Fintech;Hackathon,Mass Mailing;Intranet,Campaign,Article,Press & Media,Reporting,IT Operations,CRM Migration Guide,Guide Migration CRM,CRM Migration Guide | Guide Migration CRM,2.2,English,German,Active,2020-10-19,2025-01-03,2025-04-28,2026-10-28,"This content covers innovation for executive committee. It provides key insights, guidelines and best practices to support decision making and strategy.",Regulatory Reporting,Partners;Board,Internal,Quarterly,reporting;sustainability;governance,Yes,Yes,https://intranet.bnpparibas.com/content/043,,,Benelux;Africa,Hello bank!,Long-term,Technology Evolution,Risk Mitigation,risk;sustainability;client;transformation
CNT_044,Data & AI,Data Quality;Analytics,Corporate Website;Teams,Press Release,Dashboard,Employee Engagement,Recruitment,Reporting,Operational Excellence Plan,Plan Excellence Opérationnelle,Operational Excellen | Plan Excellence Opér,3.0,French,,Archived,2020-11-13,2025-01-24,2024-02-03,2025-10-12,"This content covers data & ai for all employees. It provides key insights, guidelines and best practices to support decision making and compliance.",Communication;Client Relationship,Risk Officers;Executive Committee;Managers,Restricted,Quarterly,strategy;AI;compliance;data,Yes,No,https://confluence.bnpparibas.com/pages/044,Board Meeting,,Africa,Arval;BNP Paribas Cardif,Short-term,Client Request,Compliance,client;ESG;sustainability
CNT_045,Finance,Treasury;Forecasting,Corporate Website,Campaign,FAQ,Recruitment,Henri Dupont,Recruitment,Brand Guidelines Update,Mise à Jour Charte Marque,Brand Guidelines Upd | Mise à Jour Charte M,2.2,English,Italian;Portuguese,Published,2021-06-06,2023-03-01,2024-07-13,2026-04-05,"This content covers finance for executive committee. It provides key insights, guidelines and best practices to support decision making and compliance.",Strategic Planning,Partners,Confidential,Annual,strategy;compliance;data;governance;culture,In Progress,Yes,https://confluence.bnpparibas.com/pages/045,Regulatory Deadline,Head of Comms;CEO;CHRO,France,Cetelem,Immediate,Regulatory Change,Compliance,innovation;AI;transformation;governance
CNT_046,Operations,Facilities;Continuity,Intranet;Social Media,Communication,Dashboard,Recruitment,IT Operations,Reporting,Social Media Policy,Politique Réseaux Sociaux,Social Media Policy | Politique Réseaux So,1.1,English,German,Approved,2021-11-28,2023-07-11,2025-03-07,2025-09-09,"This content covers operations for regulators. It provides key insights, guidelines and best practices to support decision making and strategy.",Data Management,Risk Officers;Clients;Managers,Internal,Ad hoc,digital;finance;transformation,No,Yes,,,Head of Comms,APAC,Arval,Long-term,Market Evolution,Risk Mitigation,client;culture
